CB NO,RACE,SEX,AGE,STATUTE,STATUTE DESCRIPTION,ARREST DATE,ARREST TIME,ARREST BEAT,STATUTE TAG
18889455,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-May-14,2205,825,Possess <2.5g
18889467,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-May-14,2208,1134,Possess 2.5g-10g
18889494,WWH,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-May-14,2230,1414,Possess 2.5g-10g
18889567,WHI,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-May-14,2344,1723,Possess <2.5g
18889610,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-May-14,300,433,Possess <2.5g
18889664,WWH,M,38,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,840,824,Possess 2.5g-10g
18889700,BLK,F,30,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-May-14,946,1122,Possess <2.5g
18889763,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,1030,612,Possess 2.5g-10g
18889794,BLK,F,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-May-14,1200,524,Possess <2.5g
18889811,WWH,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-May-14,1241,432,Possess <2.5g
18889813,BLK,M,39,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,1310,1913,Possess 2.5g-10g
18889853,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,1353,1533,Possess 2.5g-10g
18889875,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-May-14,1435,,Possess <2.5g
18889883,WWH,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,1451,1235,Possess 2.5g-10g
18889891,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,1515,531,Possess 2.5g-10g
18889964,BLK,F,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-May-14,1715,1913,Possess <2.5g
18890103,WHI,F,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,1908,813,Possess 2.5g-10g
18890106,BLK,M,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,1944,222,Possess 2.5g-10g
18890095,WWH,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,1950,2522,Possess 2.5g-10g
18890111,WWH,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,1950,2522,Possess 2.5g-10g
18890098,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-May-14,1952,434,Possess <2.5g
18890156,BLK,M,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,2051,925,Possess 2.5g-10g
18890135,WHI,M,34,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-May-14,2055,1634,Possess <2.5g
18890149,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-May-14,2112,1122,Possess <2.5g
18890146,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,2115,1522,Possess 2.5g-10g
18890171,WWH,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,2140,922,Possess 2.5g-10g
18890185,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-May-14,2220,231,Possess <2.5g
18890198,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,2234,2534,Possess 2.5g-10g
18890232,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-May-14,2340,725,Possess 2.5g-10g
18890294,WWH,M,47,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-May-14,50,1235,Possess <2.5g
18890428,BLK,M,49,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-May-14,1050,523,Possess <2.5g
18890426,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1059,611,Possess 2.5g-10g
18890448,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1130,834,Possess 2.5g-10g
18890492,BLK,F,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-May-14,1136,424,Possess <2.5g
18890455,BLK,M,43,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-May-14,1145,1914,Possess <2.5g
18890447,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-May-14,1150,1532,Possess <2.5g
18890467,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-May-14,1220,431,Possess <2.5g
18890489,BLK,M,34,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1305,1914,Possess 2.5g-10g
18890495,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1320,311,Possess 2.5g-10g
18890518,BLK,M,52,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1350,1914,Possess 2.5g-10g
18890516,WBH,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1353,1423,Possess 2.5g-10g
18890554,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1430,522,Possess 2.5g-10g
18890557,WBH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-May-14,1445,1235,Possess <2.5g
18890580,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1525,1115,Possess 2.5g-10g
18890578,BLK,M,56,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1530,1914,Possess 2.5g-10g
18890582,BLK,M,32,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-May-14,1550,213,Possess <2.5g
18890588,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1600,834,Possess 2.5g-10g
18890645,BLK,M,19,7-24-099-A,POSSESSION OF CANNABIS UP TO 15 GRAMS,9-May-14,1715,114,Possess up to 15g
18890674,BLK,F,22,7-24-099-A,POSSESSION OF CANNABIS UP TO 15 GRAMS,9-May-14,1715,114,Possess up to 15g
18890663,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1814,1511,Possess 2.5g-10g
18890698,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1849,2234,Possess 2.5g-10g
18890706,BLK,M,36,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-May-14,1850,511,Possess <2.5g
18890756,BLK,M,42,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1904,1112,Possess 2.5g-10g
18890758,WWH,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,1955,1235,Possess 2.5g-10g
18890820,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-May-14,2045,334,Possess <2.5g
18890857,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,2111,1522,Possess 2.5g-10g
18890833,WHI,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-May-14,2112,834,Possess <2.5g
18890908,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,2141,2533,Possess 2.5g-10g
18890850,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,2145,2532,Possess 2.5g-10g
18890861,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-May-14,2220,1011,Possess 2.5g-10g
18890986,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,47,1112,Possess 2.5g-10g
18891057,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-May-14,200,1811,Possess <2.5g
18891132,WWH,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-May-14,530,1024,Possess <2.5g
18891186,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-May-14,930,1132,Possess <2.5g
18891174,BLK,M,31,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-May-14,1014,1121,Possess <2.5g
18891187,WWH,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,1050,531,Possess 2.5g-10g
18891213,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,1230,1014,Possess 2.5g-10g
18891220,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,1236,713,Possess 2.5g-10g
18891233,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-May-14,1307,712,Possess <2.5g
18891222,WWH,M,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-May-14,1308,1234,Possess <2.5g
18891275,BLK,M,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,1507,1024,Possess 2.5g-10g
18891298,BLK,F,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,1535,414,Possess 2.5g-10g
18891292,BLK,M,28,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-May-14,1550,1914,Possess <2.5g
18891294,BLK,M,35,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-May-14,1550,1914,Possess <2.5g
18891391,BLK,M,50,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,1753,711,Possess 2.5g-10g
18891408,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-May-14,1916,2212,Possess <2.5g
18891424,BLK,F,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,1955,512,Possess 2.5g-10g
18891462,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,2025,1122,Possess 2.5g-10g
18891483,BLK,M,38,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,2105,831,Possess 2.5g-10g
18891511,BLK,M,38,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,2109,814,Possess 2.5g-10g
18891508,WWH,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,2143,2534,Possess 2.5g-10g
18891532,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-May-14,2211,611,Possess <2.5g
18891549,BLK,M,31,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-May-14,2258,1531,Possess <2.5g
18891575,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-May-14,2315,312,Possess <2.5g
18891615,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-May-14,2345,414,Possess 2.5g-10g
18891666,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-May-14,10,213,Possess 2.5g-10g
18891638,BLK,M,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-May-14,23,835,Possess 2.5g-10g
18891624,WWH,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-May-14,36,432,Possess 2.5g-10g
18891771,BLK,M,44,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-May-14,211,1021,Possess <2.5g
18891827,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-May-14,1020,1533,Possess <2.5g
18891847,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-May-14,1146,424,Possess <2.5g
18891892,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-May-14,1300,414,Possess <2.5g
18891885,BLK,M,55,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-May-14,1335,1233,Possess <2.5g
18892064,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-May-14,2135,2532,Possess 2.5g-10g
18892107,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-May-14,2205,1021,Possess 2.5g-10g
18892093,WWH,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-May-14,2230,2412,Possess 2.5g-10g
18892122,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-May-14,2312,2413,Possess <2.5g
18892147,WWH,F,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-May-14,2340,2522,Possess <2.5g
18892145,WWH,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-May-14,2345,1422,Possess <2.5g
18892273,BLK,M,56,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,12-May-14,910,1522,Possess <2.5g
18892349,BLK,M,28,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,12-May-14,1104,1131,Possess <2.5g
18892407,WWH,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,12-May-14,1335,1234,Possess <2.5g
18892508,BLK,M,42,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-May-14,1455,1122,Possess 2.5g-10g
18892464,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-May-14,1500,1011,Possess 2.5g-10g
18892462,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-May-14,1505,1011,Possess 2.5g-10g
18892471,WHI,M,54,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,12-May-14,1520,1913,Possess <2.5g
18892591,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,12-May-14,1852,1632,Possess <2.5g
18892596,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-May-14,1855,1011,Possess 2.5g-10g
18892628,WWH,M,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-May-14,1920,1013,Possess 2.5g-10g
18892684,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-May-14,2105,221,Possess 2.5g-10g
18892702,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-May-14,2107,2534,Possess 2.5g-10g
18892797,BLK,M,26,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,12-May-14,2340,1523,Possess <2.5g
18892845,WWH,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,12,922,Possess 2.5g-10g
18892829,U,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-May-14,31,1713,Possess <2.5g
18892839,WBH,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,40,2533,Possess 2.5g-10g
18892864,WWH,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,158,1421,Possess 2.5g-10g
18892991,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-May-14,1040,522,Possess <2.5g
18893038,BLK,M,31,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,1215,1111,Possess 2.5g-10g
18893044,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,1245,1115,Possess 2.5g-10g
18893080,WWH,F,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,1300,1723,Possess 2.5g-10g
18893046,WWH,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,1301,2525,Possess 2.5g-10g
18893062,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-May-14,1302,2532,Possess <2.5g
18893104,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,1430,2233,Possess 2.5g-10g
18893100,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,1440,925,Possess 2.5g-10g
18893272,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,1758,2532,Possess 2.5g-10g
18893395,WWH,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-May-14,1906,2535,Possess <2.5g
18893352,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,1916,532,Possess 2.5g-10g
18893346,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-May-14,1950,1011,Possess <2.5g
18893427,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,2120,1134,Possess 2.5g-10g
18893431,BLK,M,41,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,2125,2023,Possess 2.5g-10g
18893401,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-May-14,2145,1133,Possess 2.5g-10g
18893433,BLK,M,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-May-14,2220,413,Possess <2.5g
18893480,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,14-May-14,12,221,Possess <2.5g
18893603,BLK,M,38,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,14-May-14,700,1512,Possess 2.5g-10g
18893628,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,14-May-14,900,1134,Possess <2.5g
18893734,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,14-May-14,1131,422,Possess 2.5g-10g
18893723,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,14-May-14,1145,421,Possess 2.5g-10g
18893851,WHI,F,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,14-May-14,1254,2223,Possess <2.5g
18893773,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,14-May-14,1300,1021,Possess 2.5g-10g
18893874,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,14-May-14,1434,1132,Possess <2.5g
18893861,WWH,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,14-May-14,1515,934,Possess 2.5g-10g
18894004,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,14-May-14,1849,2232,Possess 2.5g-10g
18894009,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,14-May-14,1903,2524,Possess <2.5g
18894040,BLK,M,42,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,14-May-14,1940,323,Possess <2.5g
18894060,WHI,F,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,14-May-14,1950,1233,Possess <2.5g
18894117,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,14-May-14,2115,512,Possess 2.5g-10g
18894140,BLK,M,32,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,14-May-14,2140,934,Possess <2.5g
18894134,BLK,M,41,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,14-May-14,2140,1112,Possess 2.5g-10g
18894329,WWH,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,819,1411,Possess 2.5g-10g
18894343,WWH,M,50,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,15-May-14,1046,1422,Possess <2.5g
18894354,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,15-May-14,1126,2431,Possess <2.5g
18894368,BLK,M,45,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,1135,1914,Possess 2.5g-10g
18894376,BLK,M,31,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,1135,1914,Possess 2.5g-10g
18894402,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,1245,1533,Possess 2.5g-10g
18894416,BLK,M,50,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,1305,313,Possess 2.5g-10g
18894447,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,1330,725,Possess 2.5g-10g
18894485,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,1453,725,Possess 2.5g-10g
18894573,BLK,F,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,15-May-14,1732,1914,Possess <2.5g
18894585,BLK,F,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,1732,1914,Possess 2.5g-10g
18894575,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,15-May-14,1740,631,Possess <2.5g
18894633,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,1859,711,Possess 2.5g-10g
18894658,BLK,M,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,1930,1122,Possess 2.5g-10g
18894660,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,1930,1122,Possess 2.5g-10g
18894661,BLK,M,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,1945,1114,Possess 2.5g-10g
18894720,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,15-May-14,2100,725,Possess <2.5g
18894719,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,2100,725,Possess 2.5g-10g
18894761,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,2140,332,Possess 2.5g-10g
18894755,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,15-May-14,2146,2535,Possess <2.5g
18894809,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,2310,1014,Possess 2.5g-10g
18894836,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,15-May-14,2315,931,Possess <2.5g
18894811,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,15-May-14,2345,531,Possess 2.5g-10g
18894859,BLK,M,28,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,40,1924,Possess <2.5g
18895013,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,950,1111,Possess <2.5g
18895016,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,1028,1133,Possess <2.5g
18895023,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,1045,1121,Possess <2.5g
18895107,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,1244,726,Possess 2.5g-10g
18895117,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,1315,533,Possess <2.5g
18895111,BLK,M,33,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,1321,2432,Possess <2.5g
18895147,BLK,M,26,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,1418,1133,Possess <2.5g
18895195,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,1610,713,Possess 2.5g-10g
18895223,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,1700,631,Possess 2.5g-10g
18895330,BLK,M,32,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,1750,726,Possess <2.5g
18895331,BLK,M,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,1907,533,Possess 2.5g-10g
18895337,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,1907,512,Possess 2.5g-10g
18895342,WWH,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,16-May-14,1929,1634,Possess 2.5g-10g
18895369,WWH,F,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,16-May-14,2010,1712,Possess <2.5g
